"Text","Difficulty","","","","","","","","","","","","","","","","","","","","",""
"C’est triste qu’il ait dû s’absenter du travail ...","C1","","","","","","","","","","","","","","","","","","","","",""
"C’est pénible qu’il ait fallu recommencer à reclasser les dossiers","C1","","","","","","","","","","","","","","","","","","","","",""
"Je suis très contente que nous ayons assisté à cette conférence","C1","","","","","","","","","","","","","","","","","","","","",""
"C’est drôle qu’ils se soient vus par hasard.","C1","","","","","","","","","","","","","","","","","","","","",""
"Je suis désolé qu’il ait été malade.","C1","","","","","","","","","","","","","","","","","","","","",""
"Ce n’est pas normal que le conférencier soit arrivé en retard","C1","","","","","","","","","","","","","","","","","","","","",""
"Tu es heureuse que les spectateurs aient applaudi.","C1","","","","","","","","","","","","","","","","","","","","",""
"Je regrette que vous ayez dit des choses","C1","","","","","","","","","","","","","","","","","","","","",""
"Vous pourrez compter sur notre présence, à moins que nous ne devions accueillir les invités étrangers.","C1","","","","","","","","","","","","","","","","","","","","",""
"Il faudra que nous quittions la France aujourd’hui et que nous allions les rencontrer.","C1","","","","","","","","","","","","","","","","","","","","",""
"Que nous le voulions ou non, il faudra que nous nous rendions à Genève et que nous nous asseyions 
à la table des négociations.","C1","","","","","","","","","","","","","","","","","","","","",""
"Penses-tu que nous le valions à la tribune ?","C1","","","","","","","","","","","","","","","","","","","","",""
"Quoi que nous fassions, nous craignons qu’il ne soit difficile d’arriver à un accord.","C1","","","","","","","","","","","","","","","","","","","","",""
"J’eus un haut le coeur lorsqu’il eut osé me saluer.","C1","","","","","","","","","","","","","","","","","","","","",""
"Dès qu’elle fut née, elle commença à attirer l’attention de tous.","C1","","","","","","","","","","","","","","","","","","","","",""
"Quand elles se furent aperçues de leur erreur, elles rougirent.","C1","","","","","","","","","","","","","","","","","","","","",""
"Sans l’argent que tu m’as prêté, je n’aurais pas pu aller à l’épicerie.","C1","","","","","","","","","","","","","","","","","","","","",""
"Si nous n’avions pas eu d’argent comptant, nous aurions payé avec une carte.","C1","","","","","","","","","","","","","","","","","","","","",""
"Sans votre aide, ils auraient été dans une situation délicate.","C1","","","","","","","","","","","","","","","","","","","","",""
"Ce chanteur à la mode aurait plu à ma grand-mère.","C1","","","","","","","","","","","","","","","","","","","","",""
"Autrefois, je n’aurais rien dit, je me serais tu","C1","","","","","","","","","","","","","","","","","","","","",""
" Tous les soirs, mon humain et moi nous installons sur le canapé, et il me fait des calins en regardant la télé jusqu'à ce que je m'endorme la tête sur ses genoux.
","C1","","","","","","","","","","","","","","","","","","","","",""
"Avec la disparition des parents se dénouent enfin les liens qui nous emprisonnent dans la loyauté familiale.","C1","","","","","","","","","","","","","","","","","","","","",""
"A 50-60 ans, certains paniquent à l'idée de se retrouver en tête-à-tête avec quelqu'un à qui ils n'ont plus rien à dire, constate la psychosociologue Odile Lamourère (Célibataire aujourd'hui, les Editions de l'Homme).","C1","","","","","","","","","","","","","","","","","","","","",""
"Ils gardent deux résidences et cohabitent de temps en temps chez l'un ou chez l'autre.","C1","","","","","","","","","","","","","","","","","","","","",""
"La cinquantaine marque une rupture dans la vie des femmes car elle est synonyme de transformations physiques et fonctionnelles, soulignent-elles.","C1","","","","","","","","","","","","","","","","","","","","",""
"Pour amorcer une nouvelle vie, elles doivent faire leur deuil des bébés qu'elles n'auront plus et de la femme jeune 
et séduisante qu'elles ne seront plus.","C1","","","","","","","","","","","","","","","","","","","","",""
"Dur, pour les filles de la génération «hommes, femmes, même combat», d'accepter l'inégalité biologique: leurs hommes peuvent encore faire des enfants, elles, non.
","C1","","","","","","","","","","","","","","","","","","","","",""
"Le grand problème des hommes du baby-boom est la perte de pouvoir, plus que les griffures du temps et même plus que le déclin de la puissance sexuelle.","C1","","","","","","","","","","","","","","","","","","","","",""
"En 1763, après avoir perdu la bataille des plaines d'Abraham de 1759, l'empire français cède ses terres à l'empire britannique et il n'y a plus d'échange entre la France et le Québec.","C1","","","","","","","","","","","","","","","","","","","","",""
"Il s'installe à la table et tapote plein de petits boutons devant une mini télé; et dès que je commence à m'endormir, il se met à parler à d'autres minis humains dans la télé.","C1","","","","","","","","","","","","","","","","","","","","",""
"J'ai été élevé par deux femmes exceptionnelles, racontait-il clans une Interview enregistrée en 1981 oui il apparaît, direct et affable, en compagnie de sa fille et de sa petite-fille. ","C1","","","","","","","","","","","","","","","","","","","","",""
"Je réitère donc ma demande de congé sabbatique pour les dates que je vous ai communiquées dans 111a demande du 8 janvier dernier. ","C1","","","","","","","","","","","","","","","","","","","","",""
"La cerise sur le gâteau, c'est que je n'ai plus le droit de jouer avec mon os qui couine, et Daffy et moi ne pouvons plus nous battre en paix sans être interrompu par mon humain.","C1","","","","","","","","","","","","","","","","","","","","",""
"Les nationalités non soumises à visa (liste commune établie par les pays membres) peuvent circuler sur le territoire Schengen pendant une période de 3 mois au maximum.","C1","","","","","","","","","","","","","","","","","","","","",""
"Notre jogging matinal est devenu une course d'obstacles où on évite tous les autres passants, c'est très fatigant et agaçant.","C1","","","","","","","","","","","","","","","","","","","","",""
"Dans les écoles de commerce, dans les couloirs de places financières, il arrive aujourd’hui de croiser de jeunes adultes de 20 ou 25 ans qui prévoient d’ouvrir une maison d’hôtes dans une quinzaine d’années .","C1","","","","","","","","","","","","","","","","","","","","",""
"Les familles qui continuent de la parler voient diminuer le nombre de leurs interlocuteurs et, le domaine d’usage se 
rétrécissant, cela aboutit à la création de dialectes familiaux .","C1","","","","","","","","","","","","","","","","","","","","",""
"Si la multiplicité des cultures est une condition nécessaire pour un développement humain réussi, alors la préservation de la diversité linguistique est essentielle, puisque les langues écrites et orales sont le principal mode de transmission des cultures.","C1","","","","","","","","","","","","","","","","","","","","",""
"Depuis qu’elles se sont diversifiées, au moins 30 000 sont nées et se sont éteintes, souvent sans laisser de trace.","C1","","","","","","","","","","","","","","","","","","","","",""
"Le danger qui pèse sur le multilinguisme est analogue à celui qui concerne la biodiversité.","C1","","","","","","","","","","","","","","","","","","","","",""
"Il est évident que des écoles si différentes ont dû employer des procédés de composition absolument opposés.","C1","","","","","","","","","","","","","","","","","","","","",""
"Pour nous émouvoir, comme il l'a été lui-même par le spectacle de la vie, il doit la reproduire devant nos yeux avec une scrupuleuse ressemblance.","C1","","","","","","","","","","","","","","","","","","","","",""
"Il devra donc composer son oeuvre d'une manière si adroite, si dissimulée, et d'apparence si simple, qu'il soit impossible d'en apercevoir et d'en indiquer le plan, de découvrir ses intentions.","C1","","","","","","","","","","","","","","","","","","","","",""
"On comprend qu'une semblable manière de composer, si différente de l'ancien procédé visible à tous les yeux; déroute souvent les critiques, et qu'ils ne découvrent pas tous les fils si minces, si secrets, presque invisibles, employés par certains artistes modernes à la place de la ficelle unique qui avait nom : l'Intrigue.","C1","","","","","","","","","","","","","","","","","","","","",""
"Mais en se plaçant au point de vue même de ces artistes réalistes, on doit discuter et contester leur théorie qui semble pouvoir être résumée par ces mots : Rien que la vérité et toute la vérité.","C1","","","","","","","","","","","","","","","","","","","","",""
"Quel enfantillage, d'ailleurs, de croire à la réalité puisque nous portons chacun la nôtre dans notre pensée et dans nos organes.","C1","","","","","","","","","","","","","","","","","","","","",""
"Sur la côte, ils chassent les phoques et les baleines tandis qu'à l'intérieur des terres, ils y élèvent le renne.","C1","","","","","","","","","","","","","","","","","","","","",""
"En 2001, Rosalie a expliqué à l'ONU, auprès du groupe de travail sur les peuples autochtones, en quoi la survie des bisons sauvages est essentielle et symbolique pour les Indiens des plaines Le bison a toujours été un animal sacré pour les Indiens des plaines, crucial dans leur culture.","C1","","","","","","","","","","","","","","","","","","","","",""
"Il aurait mieux valu que tu arrives plus tôt.","C1","","","","","","","","","","","","","","","","","","","","",""
"Il aurait fallu que tu battes les oeufs avant de les cuire.","C1","","","","","","","","","","","","","","","","","","","","",""
"Si je n’avais pas eu mal au dos, je ne serais pas allé chez la massothérapeute.","C1","","","","","","","","","","","","","","","","","","","","",""
"Pierre qui roule n’amasse pas mousse","C1","","","","","","","","","","","","","","","","","","","","",""
"Nous avons remarqué quelques irrégularités dans la procédure.","C1","","","","","","","","","","","","","","","","","","","","",""
"Quant à moi, je préfère rester sur mes positions.","C1","","","","","","","","","","","","","","","","","","","","",""
"Les différents qui les opposent ne sont pas insurmontables.","C1","","","","","","","","","","","","","","","","","","","","",""
"Nous apprécions qu’ils aient répondu sur-le-champ.","C1","","","","","","","","","","","","","","","","","","","","",""
"L’employeur a décidé de défrayer les dépenses de voyage de ses employés.","C1","","","","","","","","","","","","","","","","","","","","",""
"Se sentant lésée, elle veut déposer une plainte contre la direction.","C1","","","","","","","","","","","","","","","","","","","","",""
"Tout d’abord, il importe de faire le bilan des dernières réalisations.","C1","","","","","","","","","","","","","","","","","","","","",""
"Ils ont opté pour le maintient de la ligne dure.","C1","","","","","","","","","","","","","","","","","","","","",""
"Elle excelle dans toutes les tâches qu’on lui confie","C1","","","","","","","","","","","","","","","","","","","","",""
"De la fenêtre pratiquée au haut de la tour descendait une corde à l’aide de laquelle on leur montait tout ce 
qui leur était nécessaire.","C1","","","","","","","","","","","","","","","","","","","","",""
"Il y avait, sur une table de sapin, une chandelle fixée dans le goulot d’une bouteille, deux ou trois gobelets d’étain, 
un gros pain, un morceau de beurre et une assiette.","C1","","","","","","","","","","","","","","","","","","","","",""
"Les maisons neuves, crépies de frais, étaient entourées de jardins potagers où poussaient, mélangés mais alignés, 
les légumes et les fleurs, les choux et les rosiers, les poireaux et les gueules-de-loup, les céleris et les anémones.","C1","","","","","","","","","","","","","","","","","","","","",""
"L’arme était à mi-hauteur lorsque la louve, comme mue par un ressort, fit un bond de côté et disparut derrière 
le bosquet de sapins.","C1","","","","","","","","","","","","","","","","","","","","",""
"Dans un coin de la pièce, au milieu d’un tas de gravats, un escabeau montait vers une ouverture du plafond, 
assez large pour laisser passer un homme.","C1","","","","","","","","","","","","","","","","","","","","",""
"Je suis un as des filatures.","C1","","","","","","","","","","","","","","","","","","","","",""
"La chauve-souris est un mammifère de l’ordre des chiroptères","C1","","","","","","","","","","","","","","","","","","","","",""
"Ils ont décimé les Amérindiens et ont employé des esclaves africains dans leurs mines et leurs plantations.","C1","","","","","","","","","","","","","","","","","","","","",""
"Peut-on s’en étonner, quand le roi ne croit que les gens malfaisants, quand il n’écoute pas ses meilleurs barons ?","C1","","","","","","","","","","","","","","","","","","","","",""
"Instinctivement je regardai ma montre : deux heures du matin.","C1","","","","","","","","","","","","","","","","","","","","",""
"Depuis huit jours elle ne peut plus ni manger ni boire, une arête de poisson lui barre et lui bouche le gosier.","C1","","","","","","","","","","","","","","","","","","","","",""
"Versez peu à peu la farine dans le mélange oeuf-sucre pour éviter les grumeaux","C1","","","","","","","","","","","","","","","","","","","","",""
"Robert percevait même les grincements du grillage contre lequel il devait se lancer de toutes ses forces.","C1","","","","","","","","","","","","","","","","","","","","",""
"Je grimpai jusqu’à mi-pente, démontai et, tenant l’arc à demi bandé, parvins en haut de la colline.","C1","","","","","","","","","","","","","","","","","","","","",""
"Sitôt qu’il fut né, il ne cria pas comme les autres enfants","C1","","","","","","","","","","","","","","","","","","","","",""
"Les pruniers étaient nus, les pommiers étaient jaunes, les feuilles de noyer tombaient en une sorte de vol plané, large 
et lent d’abord, qui s’accentuait d’un seul coup comme un plongeon d’épervier dès que l’angle de chute 
devenait moins obtus.","C1","","","","","","","","","","","","","","","","","","","","",""
"Bien-aimé, maudit soit cet orage qui me retint en mer, m’empêchant de venir à temps !","C1","","","","","","","","","","","","","","","","","","","","",""
"Les genoux au menton, les bras croisés sur la poitrine, il se fit boule pour mieux interroger le mot qui ne quittait 
jamais longtemps sa pensée.","C1","","","","","","","","","","","","","","","","","","","","",""
"Sa figure ovale s’était allongée, sa bouche rieuse avait pris ces lignes fermes et arrêtées qui indiquent la résolution","C1","","","","","","","","","","","","","","","","","","","","",""
"Il s’arrêtait toutes les quatre ou cinq brasses pour écouter la cloche mais, à chaque halte, elle semblait plus éloignée.","C1","","","","","","","","","","","","","","","","","","","","",""
"Je venais d’arriver au faîte du sentier quand, dans un éclair, je me rappelai cette chose capitale que j’avais tant cherchée.","C1","","","","","","","","","","","","","","","","","","","","",""
"Le curé possédait également un âne, solide, obstiné juste ce qu’il fallait, très doux, qui lui faisait toutes ses besognes.","C1","","","","","","","","","","","","","","","","","","","","",""
"Il explora tout le rez-de-chaussée et découvrit un appentis, ou plutôt un petit hangar encombré de vieilles 
caisses et de deux carcasses de camionnettes.","C1","","","","","","","","","","","","","","","","","","","","",""
"Ici, dans le palais, l’air était lourd et étouffant, mais, dans la forêt, le vent soufflait librement et le soleil, 
de ses caressants doigts d’or, écartait les feuilles frémissantes.","C1","","","","","","","","","","","","","","","","","","","","",""
"Notre charrette avait franchi le sommet d’un autre monticule ; en face de nous s’étalait l’immense étendue 
de la lande, semée de rocs et de rochers.","C1","","","","","","","","","","","","","","","","","","","","",""
"Il avait fait stoïquement le sacrifice de sa vie, et voyait venir sans trembler, l’heure où il la devrait risquer.","C1","","","","","","","","","","","","","","","","","","","","",""
"Une cicatrice profonde partageait sa figure en deux, depuis les cheveux jusqu’au cou ; et l’affreuse 
mutilation lui donnait un aspect terrible.","C1","","","","","","","","","","","","","","","","","","","","",""
"Des clameurs stridentes montaient ; ensuite l’on n’entendait plus qu’une sorte de halètement.","C1","","","","","","","","","","","","","","","","","","","","",""
"Elle ni lui pourtant n’éprouvaient de crainte, mais bien plutôt une fierté joyeuse, et qui leur donnait le 
désir de mener l’entreprise à bien, jusqu’à la fin.","C1","","","","","","","","","","","","","","","","","","","","",""
"Les galopins du village s’en faisaient un jeu, et leurs ébats avaient même tracé sur la pente du monticule un 
imperceptible sentier.","C1","","","","","","","","","","","","","","","","","","","","",""
"Le bruit des pas devenait indistinct ; il se demandait par moments, si c’était le martèlement de la fièvre dans ses artères","C1","","","","","","","","","","","","","","","","","","","","",""
"Ils marchèrent pour y atteindre, et les traces de leurs chevaux se voyaient sur le sol boueux, dans la clarté pâle de l’aube.","C1","","","","","","","","","","","","","","","","","","","","",""
"Des lueurs rouges commençaient à éclater dans le village ; parfois, un long mugissement partait de 
quelque étable incendiée.","C1","","","","","","","","","","","","","","","","","","","","",""
"Le presbytère est situé derrière l’église, avec laquelle il communique par le cimetière.","C1","","","","","","","","","","","","","","","","","","","","",""
"Le ciel d’avril, au-dessus de nos têtes, planait limpide et fourmillant d’étoiles","C1","","","","","","","","","","","","","","","","","","","","",""
"Celles-ci rampaient comme des serpents ; celles-là fendaient les airs comme des hippogriffes.","C1","","","","","","","","","","","","","","","","","","","","",""
"C’est un retour impatiemment guetté par les gamins des bourgades bretonnes.","C1","","","","","","","","","","","","","","","","","","","","",""
"L’accostage terminé, lorsque les chaloupes déversent à terre leurs myriades de poissons étincelants, les 
femmes qui les empilent à mesure dans des corbeilles ont l’air de brasser un butin barbare","C1","","","","","","","","","","","","","","","","","","","","",""
"Vous eussiez juré que les gens la voyaient, l’entendaient rouler pesamment devant eux, retentissante 
de tous les trésors enfermés dans ses flancs.","C1","","","","","","","","","","","","","","","","","","","","",""
"C’était une pièce vide et triste ; aux parois lépreuses des murs s’effiloquaient des débris d’affiches officielles","C1","","","","","","","","","","","","","","","","","","","","",""
"De hauts sapins noirs interdisaient à la lumière du soleil de pénétrer dans le sous-bois 
où serpentait un obscur sentier bordé de silhouettes menaçantes prêtes à nous bondir dessus.","C2","","","","","","","","","","","","","","","","","","","","",""
"Vous allâtes dans une contrée lointaine pour tout oublier de vos erreurs passées dont seul le commun des mortels ignore.","C2","","","","","","","","","","","","","","","","","","","","",""
"Nous voulûmes donner suite à sa requête, mais nous dûmes nous résoudre et nous nous tûmes sur les tenants et aboutissants.","C2","","","","","","","","","","","","","","","","","","","","",""
"Nous nous assîmes sur un banc recouvert de verdure, face aux cieux étincellant et nous vîmes l’aurore s'éveiller.","C2","","","","","","","","","","","","","","","","","","","","",""
"Lorsque nous lûmes ce passage émouvant, nous rappelant les jours heureux passés, nous pleurâmes face à nos 
existances misérables et sans lendemain.","C2","","","","","","","","","","","","","","","","","","","","",""
"Nous crûmes qu’il avait commis une erreur fatale à leur salut mais finalement, ils fûrent délivrés pas le destin.","C2","","","","","","","","","","","","","","","","","","","","",""
"J’eus de nombreuses maladies infectieuses et je dus garder le lit durant des semaines en isolement total sans l'ombre d'un espoir.","C2","","","","","","","","","","","","","","","","","","","","",""
"Accompagnés de vos fidèles compagnons d'arme, vous  parlâtes de tout et de rien jusqu’à tard dans les méandres de la nuit.","C2","","","","","","","","","","","","","","","","","","","","",""
"Aussitôt installés derrière nos pupitres, nous commençâmes la discussion thématique inscrite à l'ordre du jour.","C2","","","","","","","","","","","","","","","","","","","","",""
"Vous souffrîtes du froid intense de l’hiver qui s'engoufrait dans les avenues bondées de passants empressés.","C2","","","","","","","","","","","","","","","","","","","","",""
"J’eusse dû te le confier en amont de notre conversation avec les investisseurs.","C2","","","","","","","","","","","","","","","","","","","","",""
"Il marque en outre l’instant où la dichotomie entre le moi et le monde se résorbe.","C2","","","","","","","","","","","","","","","","","","","","",""
"Finalement, il est aussi question de scepticisme, réalisation du stoïcisme, et décriant l’être autre 
comme subjectif et remettant donc en cause son aspect véridique et absolu.","C2","","","","","","","","","","","","","","","","","","","","",""
"Bienheureux le quidam que voilà débarrassé de cette peur originelle d’échouer et de faire faux !","C2","","","","","","","","","","","","","","","","","","","","",""
"Mais la racine du mal est bel est bien cette façon de penser tendant vers un manichéisme néfaste, néfaste car le 
respect des opinions divergentes et le débat s’estompent au profit de l’extrémisme et l’uniformisme de la pensée","C2","","","","","","","","","","","","","","","","","","","","",""
"Vous vous retrouverez alors vite attaqués de toutes parts par des personnes ne s’étant pas renseignées sur le 
sujet mais jouant les parfait petits soldats de la grande Doxa de ce siècle","C2","","","","","","","","","","","","","","","","","","","","",""
"Car sans incertitude nous serions cantonnés à une vie morne, dont la fresque ne serait teinte que de 
dégradés de gris, en absence complète de couleurs.","C2","","","","","","","","","","","","","","","","","","","","",""
"De plus, nous assistons aussi à la perte d’une caractéristique ô combien essentielle et salvatrice pour 
notre espèce : la faculté d’empathie","C2","","","","","","","","","","","","","","","","","","","","",""
"Il souhaite que nous voyions les ambassadeurs, que nous nous entendions avec eux, mais il ne veut pas que nous
 leur avouions nos intentions.","C2","","","","","","","","","","","","","","","","","","","","",""
"Le jardin commença à fleurir après qu’il se fut mis à faire chaud.","C2","","","","","","","","","","","","","","","","","","","","",""
"Lorsqu’elle eut revu son premier amoureux, son coeur battit follement.","C2","","","","","","","","","","","","","","","","","","","","",""
"Après qu’il eut révélé son terrible secret, il se sentit soulagé.","C2","","","","","","","","","","","","","","","","","","","","",""
"Aussitôt que Julie eut découvert la vérité, elle fut furieuse.","C2","","","","","","","","","","","","","","","","","","","","",""
"Après qu’il eut lu sa correspondance, il sortit faire une promenade.","C2","","","","","","","","","","","","","","","","","","","","",""
"Dès qu’elle fut rentrée, elle éclata en sanglots.","C2","","","","","","","","","","","","","","","","","","","","",""
"Sa vie devint un enfer quand elle eut compris que son mari la trompait.","C2","","","","","","","","","","","","","","","","","","","","",""
"Après qu’il eut perdu ses enfants dans l’incendie, il sombra dans la folie.","C2","","","","","","","","","","","","","","","","","","","","",""
"Lorsque vous vous fûtes senties mieux, nous recommençâmes à nous voir.","C2","","","","","","","","","","","","","","","","","","","","",""
"Dès que vous eûtes ouvert la porte, le chat entra avec empressement.","C2","","","","","","","","","","","","","","","","","","","","",""
"La vie lui sourit quand elle eut fini par l’apprécier.","C2","","","","","","","","","","","","","","","","","","","","",""
"Parce qu’ils se furent dépêchés, ils arrivèrent à temps pour le bal.","C2","","","","","","","","","","","","","","","","","","","","",""
"Quand elle fut arrivée au cimetière, elle s’agenouilla pour prier.","C2","","","","","","","","","","","","","","","","","","","","",""
"Dès que nous eûmes reçu de ses nouvelles, nous fûmes soulagés.","C2","","","","","","","","","","","","","","","","","","","","",""
"Ils rentrèrent se reposer après qu’ils eurent fait le tour du lac en chaloupe.","C2","","","","","","","","","","","","","","","","","","","","",""
"Quand tu eus appelé à l’aide, ils vinrent nous porter secours.","C2","","","","","","","","","","","","","","","","","","","","",""
"Après que vous vous fûtes enrichies, vous vous souvinrent de vos débuts difficiles.","C2","","","","","","","","","","","","","","","","","","","","",""
"Tu mangeas les petits fruits dès que tu les eus cueillis.","C2","","","","","","","","","","","","","","","","","","","","",""
"Quand je me fus assis, je remarquai l’omniprésence des papillons.","C2","","","","","","","","","","","","","","","","","","","","",""
"Vous sortîtes précipitamment après que vous eûtes mis votre chapeau.","C2","","","","","","","","","","","","","","","","","","","","",""
"Cet homme me plut dès que je l’eus vu.","C2","","","","","","","","","","","","","","","","","","","","",""
"Ils rentrèrent au pays après qu’ils eurent vécu en Europe.","C2","","","","","","","","","","","","","","","","","","","","",""
"L’artiste peignit un paysage qu’il eut vu.","C2","","","","","","","","","","","","","","","","","","","","",""
"Nous dûmes nous excuser des propos que nous eûmes prononcés.","C2","","","","","","","","","","","","","","","","","","","","",""
"Aussitôt qu’elle eut perdu son chien, elle le chercha désespérément.","C2","","","","","","","","","","","","","","","","","","","","",""
"Nous nous précipitâmes à l’extérieur dès qu’il n’eut plus plut.","C2","","","","","","","","","","","","","","","","","","","","",""
"Les enfants chantèrent les chansons qu’ils eurent apprises de leur professeur.","C2","","","","","","","","","","","","","","","","","","","","",""
"Je lus un roman que je me fus procuré à la bibliothèque centrale.","C2","","","","","","","","","","","","","","","","","","","","",""
"Vous attendîtes la surprise que vos parents vous eurent promise.","C2","","","","","","","","","","","","","","","","","","","","",""
"Tu portas cette robe de soie bleue que j’eus cousue.","C2","","","","","","","","","","","","","","","","","","","","",""
"Je sortis quand j’eus pris mes clés.","C2","","","","","","","","","","","","","","","","","","","","",""
"Il goûta cette sauce aussitôt que tu la eus préparée.","C2","","","","","","","","","","","","","","","","","","","","",""
"Nous crûmes longtemps que nos ancêtres eurent vécu une vie de rêve.","C2","","","","","","","","","","","","","","","","","","","","",""
"Ce comédien joua dans plusieurs pièces que mon frère eut écrites.","C2","","","","","","","","","","","","","","","","","","","","",""
"Aussitôt que vous eûtes résolu ce problème, vous partîtes.","C2","","","","","","","","","","","","","","","","","","","","",""
"Elle médita pendant des jours sur une nouvelle que l’on eut répandue.","C2","","","","","","","","","","","","","","","","","","","","",""
"Tu revis des gens que tu eus connus depuis plusieurs années.","C2","","","","","","","","","","","","","","","","","","","","",""
"Je leur donnai le bijou seulement après qu’ils l’eurent payé.","C2","","","","","","","","","","","","","","","","","","","","",""
"Il se tut une fois qu’il eut convaincu l’assistance du bien fondé de son opinion.","C2","","","","","","","","","","","","","","","","","","","","",""
"Elles regrettèrent leur geste après qu’elles furent descendues du train.","C2","","","","","","","","","","","","","","","","","","","","",""
"Je me rappelai tous les efforts qu’il eut fallu faire pour réussir.","C2","","","","","","","","","","","","","","","","","","","","",""
"Vous vous installâtes à Paris une fois que vous vous fûtes inscrites à l’université.","C2","","","","","","","","","","","","","","","","","","","","",""
"Dès que j’eus dégusté mon repas, je me sentis apaisé.","C2","","","","","","","","","","","","","","","","","","","","",""
"Quand Ulysse fut parti, Pénélope demeura pensive.","C2","","","","","","","","","","","","","","","","","","","","",""
"Dès qu’elle fut entrée elle fut dérangée par la cigarette.","C2","","","","","","","","","","","","","","","","","","","","",""
"Mais à l’opposé, si je me laissais prendre Verdun, pour n’avoir pas cru assez vite que c’était sérieux, les mêmes 
diraient que je suis décidément bouché à l’émeri.","C2","","","","","","","","","","","","","","","","","","","","",""
"Il a professé à Padoue des principes d’une philosophie qui sent le fagot, dit-on, et ses nombreuses découvertes dans 
des sciences dangereuses pourront bien finir par le brouiller tout à fait avec l’Église.","C2","","","","","","","","","","","","","","","","","","","","",""
"Pourfendeur des sciences et des arts, fossoyeur de la propriété privée, contempteur de la monarchie, ce bonhomme, 
qui égratigne au passage les médecins, les femmes, les gens de lettres et les Anglais, sent le fagot.","C2","","","","","","","","","","","","","","","","","","","","",""
"Le verbe d’Adnane était entièrement vacciné contre les mots omniprésents de la langue de bois de l’époque, 
comme s’il avait des oreilles-passoires filtrant les mots des médias et des haut-parleurs plantés sur chaque quartier.","C2","","","","","","","","","","","","","","","","","","","","",""
"Rencontrant dans mon cours de biologie une notion complexe, je descendis pour aller demander à mon père 
d’éclairer ma lanterne.","C2","","","","","","","","","","","","","","","","","","","","",""
"Mieux valait oublier le mauvais plaisantin qui m’avait posé un lapin.","C2","","","","","","","","","","","","","","","","","","","","",""
"Voilà une cascade de sottises qui donnera beau jeu aux rieurs, et que je recommande à votre bonne humeur et 
à vos nuits blanches à force de rire.","C2","","","","","","","","","","","","","","","","","","","","",""
"On avait eu soin de mettre des factionnaires aux portes, de retirer les clés, si bien qu’on ne parvenait qu’à grand-peine 
dans la salle à moitié pleine, et que quiconque ne pouvait pas montrer patte blanche à la porte, 
était impitoyablement refusé.","C2","","","","","","","","","","","","","","","","","","","","",""
"Il est passé aujourd’hui en oracle divin, ce mot de Luther, qu’il n’est pas plus possible de retenir son envie que sa salive ; 
ni plus facile à l’homme et à la femme de se passer l’un de l’autre, qu’à l’un ou l’autre de se passer de boire et de manger.","C2","","","","","","","","","","","","","","","","","","","","",""
"La bave du crapaud n’atteint pas la blanche colombe","C2","","","","","","","","","","","","","","","","","","","","",""
"Cette chemise te va comme guètres à un lapin !","C2","","","","","","","","","","","","","","","","","","","","",""
"Dépèchons-nous, nous avons du pain sur la planche !","C2","","","","","","","","","","","","","","","","","","","","",""
"L’entrepreneur a présenté une estimation tout à fait raisonnable.","C2","","","","","","","","","","","","","","","","","","","","",""
"Figurez-vous tous ces pauvres gens, entassés dans un logement insalubre, sous un plafond qui menace de 
s’effondrer à tout moment","C2","","","","","","","","","","","","","","","","","","","","",""
"C’est d’un savetier, afin qu’on en rie, que sans vilain mot je dirai l’histoire.","C2","","","","","","","","","","","","","","","","","","","","",""
"On lui accorda, pour compagnes, et afin de l’aider lors de son accouchement, deux femmes des plus sages 
 furent cloîtrées avec elle.","C2","","","","","","","","","","","","","","","","","","","","",""
"Son pelage était celui d’un loup, avec une dominante grise nettement marquée, mais des reflets rouges insaisissables,
 furtifs comme des ombres, couraient par instants dans sa fourrure, la faisant paraître tantôt grise,
 tantôt – trop fugacement pour que l’impression demeure – d’une belle couleur fauve.","C2","","","","","","","","","","","","","","","","","","","","",""
"En se retournant, Henry pouvait voir leurs langues rouges, épaisses, et les côtes qui saillaient sur leurs flancs.","C2","","","","","","","","","","","","","","","","","","","","",""
"Nous nous élançâmes alors tous deux en même temps et, cette fois, elle céda avec un bruit sec et nous nous 
trouvâmes dans la chambre de Barthélemy Sholto.","C2","","","","","","","","","","","","","","","","","","","","",""
"Nous n’eûmes aucun mal à retrouver l’homme parmi la foule des voyageurs qui convergeaient vers la sortie","C2","","","","","","","","","","","","","","","","","","","","",""
"En arrivant à la grande place de Mexico, nous tombâmes en admiration devant l’immense quantité de monde 
et de marchandises qui s’y trouvait.","C2","","","","","","","","","","","","","","","","","","","","",""
"Certains partirent furibonds, jurant qu’ils ne se soumettraient jamais à un roi trop jeune pour avoir de la barbe au menton","C2","","","","","","","","","","","","","","","","","","","","",""
"Il se servait du bout de sa patte ainsi que d’une raquette veloutée et frappait juste assez fort pour faire voler, 
sans lui infliger la moindre meurtrissure, un corps de petite fille.","C2","","","","","","","","","","","","","","","","","","","","",""
"Puis, quand ils eurent dépassé le bûcheron, celui-ci les rappela pour leur demander s’ils souhaitaient un cheval.","C2","","","","","","","","","","","","","","","","","","","","",""
"On éventrait la croûte, on mordait à même, on se brûlait, on se retirait vivement et la pomme de terre roulait 
quelquefois sur les genoux où une main leste la rattrapait à temps","C2","","","","","","","","","","","","","","","","","","","","",""
